"(275, 400)","(2.65, 2.95)","(270, 450)","(0.3, 0.35)","(3.4022246519999996e-08, 5.103336978e-08)",0.025,8,-0.09085991644661653,0.9293230029427775,0.1866408242198767,1.0883906835858868,0.2669779136171847,0.888175496416987
"(275, 400)","(2.65, 2.95)","(270, 450)","(0.3, 0.35)","(3.4022246519999996e-08, 5.103336978e-08)",0.025,12,-0.706199006353962,1.127771877961182,-0.0952120939132699,1.138915063839006,0.039820763658485525,0.8755238610828254
"(275, 400)","(2.65, 2.95)","(270, 450)","(0.3, 0.35)","(3.4022246519999996e-08, 5.103336978e-08)",0.05,8,-1.4404570902507772,1.6157382707934023,-0.36195297998868303,1.2016890928586785,-0.16423702540947926,0.8822654679591291
"(275, 400)","(2.65, 2.95)","(270, 450)","(0.3, 0.35)","(3.4022246519999996e-08, 5.103336978e-08)",0.05,12,-5.520204843595259,5.546140859281255,-0.839173017910003,1.4257979497637274,-0.4640584493144116,0.9635127536153898
"(275, 400)","(2.65, 2.95)","(270, 450)","(0.35, 0.35)","(3.4022246519999996e-08, 5.103336978e-08)",0.025,8,-0.08481787959204237,0.9291527526479681,0.19146438305530256,1.0849012734102947,0.269827814099352,0.8878023457752827
"(275, 400)","(2.65, 2.95)","(270, 450)","(0.35, 0.35)","(3.4022246519999996e-08, 5.103336978e-08)",0.025,12,-0.6895777975438274,1.1187695648029325,-0.08424476354171673,1.1302903659136574,0.04604586924628756,0.8747866483566603
"(275, 400)","(2.65, 2.95)","(270, 450)","(0.35, 0.35)","(3.4022246519999996e-08, 5.103336978e-08)",0.05,8,-1.4044287353290437,1.5865006493848126,-0.343311091175082,1.1862337779508871,-0.15307129264780345,0.8791764765810199
"(275, 400)","(2.65, 2.95)","(270, 450)","(0.35, 0.35)","(3.4022246519999996e-08, 5.103336978e-08)",0.05,12,-5.239656446538406,5.268455080467337,-0.7900157174686465,1.3811475410277119,-0.44052134357310313,0.9484595274204027
"(275, 400)","(2.65, 2.95)","(342, 342)","(0.3, 0.35)","(3.4022246519999996e-08, 5.103336978e-08)",0.025,8,-0.06990774416470952,0.9280313703708548,0.20564154842223642,1.0711907317805287,0.28019687298024426,0.8852674442475026
"(275, 400)","(2.65, 2.95)","(342, 342)","(0.3, 0.35)","(3.4022246519999996e-08, 5.103336978e-08)",0.025,12,-0.6488587670991167,1.0967283547675,-0.050243074529212284,1.0971082936788354,0.06662363668080773,0.8705631089552686
"(275, 400)","(2.65, 2.95)","(342, 342)","(0.3, 0.35)","(3.4022246519999996e-08, 5.103336978e-08)",0.05,8,-1.318241772391309,1.5174226211864108,-0.28459044898788455,1.1286284651128091,-0.1217216135154563,0.8690965535072892
"(275, 400)","(2.65, 2.95)","(342, 342)","(0.3, 0.35)","(3.4022246519999996e-08, 5.103336978e-08)",0.05,12,-4.614829868983022,4.65156453705968,-0.6358328576338248,1.2285454018938196,-0.36663787903225903,0.8893553570881219
"(275, 400)","(2.65, 2.95)","(342, 342)","(0.35, 0.35)","(3.4022246519999996e-08, 5.103336978e-08)",0.025,8,-0.06539778414556566,0.9278963042892131,0.2089125317694186,1.06918543803862,0.28264071715523104,0.8849464788304456
"(275, 400)","(2.65, 2.95)","(342, 342)","(0.35, 0.35)","(3.4022246519999996e-08, 5.103336978e-08)",0.025,12,-0.6367473334182938,1.0905013920960611,-0.04326415334549505,1.0923532357885413,0.07144501526887342,0.8699531509394745
"(275, 400)","(2.65, 2.95)","(342, 342)","(0.35, 0.35)","(3.4022246519999996e-08, 5.103336978e-08)",0.05,8,-1.2928309065894745,1.4974968636930102,-0.2732539653208446,1.120319339880268,-0.11358402799601652,0.8666868391872968
"(275, 400)","(2.65, 2.95)","(342, 342)","(0.35, 0.35)","(3.4022246519999996e-08, 5.103336978e-08)",0.05,12,-4.439543656830534,4.479035714722564,-0.610080375262716,1.2070919796854138,-0.35160133185580267,0.8801514399630346
"(300, 375)","(2.65, 2.95)","(270, 450)","(0.3, 0.35)","(3.4022246519999996e-08, 5.103336978e-08)",0.025,8,0.13688903505670783,0.8870897017408563,0.3682143033030989,0.9068172045026646,0.39458951141967424,0.8330174471359598
"(300, 375)","(2.65, 2.95)","(270, 450)","(0.3, 0.35)","(3.4022246519999996e-08, 5.103336978e-08)",0.025,12,-0.30617328627596546,0.9195475562405626,0.17648953017343055,0.8672134397523055,0.20983829414107025,0.7991344383081557
"(300, 375)","(2.65, 2.95)","(270, 450)","(0.3, 0.35)","(3.4022246519999996e-08, 5.103336978e-08)",0.05,8,-0.7726050547484661,1.098667726750354,0.004751338455698695,0.8349847744142966,0.04778003284310589,0.7649723884994535
"(300, 375)","(2.65, 2.95)","(270, 450)","(0.3, 0.35)","(3.4022246519999996e-08, 5.103336978e-08)",0.05,12,-2.607185658669844,2.686768684596772,-0.22910034025025156,0.815725272103976,-0.157822224860658,0.7117066415640393
"(300, 375)","(2.65, 2.95)","(270, 450)","(0.35, 0.35)","(3.4022246519999996e-08, 5.103336978e-08)",0.025,8,0.14196328581951986,0.8868205549900179,0.3718047432297958,0.9045609132358015,0.397490961221619,0.8324981525085338
"(300, 375)","(2.65, 2.95)","(270, 450)","(0.35, 0.35)","(3.4022246519999996e-08, 5.103336978e-08)",0.025,12,-0.2937260243734374,0.916202581005244,0.18377161977777878,0.8622739825941619,0.21504902307289447,0.7976253409972262
"(300, 375)","(2.65, 2.95)","(270, 450)","(0.35, 0.35)","(3.4022246519999996e-08, 5.103336978e-08)",0.05,8,-0.7491067713600094,1.084826243843713,0.01611894284382015,0.8268037439319851,0.056735413022305836,0.7601903471877558
"(300, 375)","(2.65, 2.95)","(270, 450)","(0.35, 0.35)","(3.4022246519999996e-08, 5.103336978e-08)",0.05,12,-2.4797078948655447,2.5659494273507315,-0.2058841530114648,0.7970159765705302,-0.14095246305056364,0.7010416542735033
"(300, 375)","(2.65, 2.95)","(342, 342)","(0.3, 0.35)","(3.4022246519999996e-08, 5.103336978e-08)",0.025,8,0.15451873278555794,0.8849047419574424,0.3819500751093366,0.8948822050934286,0.40568071909600295,0.8290136034365347
"(300, 375)","(2.65, 2.95)","(342, 342)","(0.3, 0.35)","(3.4022246519999996e-08, 5.103336978e-08)",0.025,12,-0.26234623418728753,0.9067970237446362,0.20538287883300838,0.8414823403166147,0.23162648796102986,0.7896395530012961
"(300, 375)","(2.65, 2.95)","(342, 342)","(0.3, 0.35)","(3.4022246519999996e-08, 5.103336978e-08)",0.05,8,-0.6910683243721448,1.050852752752035,0.050581867601706465,0.7934561485232181,0.08079700980981375,0.7424207037934801
"(300, 375)","(2.65, 2.95)","(342, 342)","(0.3, 0.35)","(3.4022246519999996e-08, 5.103336978e-08)",0.05,12,-2.1833128745068304,2.2878336704001145,-0.13416735939760127,0.7268799036575961,-0.09287060023641519,0.6626743330994331
"(300, 375)","(2.65, 2.95)","(342, 342)","(0.35, 0.35)","(3.4022246519999996e-08, 5.103336978e-08)",0.025,8,0.15810670585934392,0.8847095009591068,0.3844332787940721,0.8936646910139665,0.4077310700266014,0.8287880634801689
"(300, 375)","(2.65, 2.95)","(342, 342)","(0.35, 0.35)","(3.4022246519999996e-08, 5.103336978e-08)",0.025,12,-0.2535253212706604,0.904599025203199,0.2101701639153178,0.8389189185277286,0.2357179509994406,0.7888672389439483
"(300, 375)","(2.65, 2.95)","(342, 342)","(0.35, 0.35)","(3.4022246519999996e-08, 5.103336978e-08)",0.05,8,-0.6747659543793486,1.0419031118642283,0.05776818948868906,0.7892971850707342,0.08696706155149209,0.7407859509247747
"(300, 375)","(2.65, 2.95)","(342, 342)","(0.35, 0.35)","(3.4022246519999996e-08, 5.103336978e-08)",0.05,12,-2.1042952339763064,2.214683056227827,-0.12110427720189121,0.7181158816245891,-0.08295344186083126,0.6590739586541183
